"id"	"label"	"degree"	"community"	"group"	"gene_type"	"description"
"AT5G62470"	"MYB96"	6	9	9	"Regulator"	"Encodes a R2R3 type Myb transcription factor whose expression is strongly induced by abscisic acid. Mediates abscisic acid signaling during drought stress response."
"AT5G13330"	"RAP2.6L"	1	27	27	"Regulator"	"encodes a member of the ERF (ethylene response factor) subfamily B-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily."
"AT3G01530"	"MYB57"	5	10	10	"Regulator"	"Member of the R2R3 factor gene family.MYB57 interacts with JAZ proteins, and functions redundantly with MYB21 and MYB24 to regulate stamen development."
"AT4G39250"	"RL1"	3	15	15	"Regulator"	"RAD-like 1"
"AT3G16770"	"EBP"	8	13	13	"Regulator"	"Encodes a member of the ERF (ethylene response factor) subfamily B-2 of the plant specific ERF/AP2 transcription factor family (RAP2.3).  The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.It is localized to the nucleus and acts as a transcriptional activator through the GCC-box. It has been identified as a suppressor of Bax-induced cell death by functional screening in yeast and can also suppress Bax-induced cell death in tobacco plants. Overexpression of this gene in tobacco BY-2 cells confers resistance to H2O2 and heat stresses. Overexpression in Arabidopsis causes upregulation of PDF1.2 and GST6.   It is part of the ethylene signaling pathway and is predicted to act downstream of EIN2 and CTR1, but not under EIN3. The mRNA is cell-to-cell mobile."
"AT5G12330"	"LRP1"	3	6	6	"Regulator"	"A member of SHI gene family. Arabidopsis thaliana has ten members that encode proteins with a RING finger-like zinc finger motif. Despite being highly divergent in sequence, many of the SHI-related genes are partially redundant in function and synergistically promote gynoecium, stamen and leaf development in Arabidopsis. Expressed in lateral root primordia and induced by auxin.  SWP1 is involved in the repression of LRP1 via histone deacetylation."
"AT5G67110"	"ALC"	10	4	4	"Regulator"	"encodes a myc/bHLH transcription factor-like  protein.  Gene product is involved in fruit  dehiscence.  Mutant siliques fail to dehisce."
"AT3G61890"	"HB-12"	7	12	12	"Regulator"	"Encodes a homeodomain leucine zipper class I (HD-Zip I) protein. Loss of function mutant has abnormally shaped leaves and stems."
"AT4G39780"	"AT4G39780"	3	13	13	"Regulator"	"encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 8 members in this subfamily including RAP2.4."
"AT5G66700"	"HB53"	1	28	28	"Regulator"	"Encodes a homeodomain protein. Member of HD-ZIP 1 family, most closely related to HB5.  AtHB53 is auxin-inducible and its induction is inhibited by cytokinin, especially in roots therefore may be involved in root development."
"AT3G51910"	"HSFA7A"	8	14	14	"Regulator"	"member of Heat Stress Transcription Factor (Hsf) family The mRNA is cell-to-cell mobile."
"AT5G50915"	"AT5G50915"	2	2	2	"Regulator"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"AT5G23420"	"HMGB6"	3	4	4	"Regulator"	"Encodes HMGB6, a protein belonging to the subgroup of HMGB (high mobility group B) proteins.  Localized in the nucleus. Binds to supercoiled DNA in vitro. HMGB6 is phosphorylated by protein kinase CK2alpha within its acidic C-terminal domain."
"AT5G47230"	"ERF5"	4	13	13	"Regulator"	"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ATERF-5). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5. The mRNA is cell-to-cell mobile."
"AT3G23250"	"MYB15"	3	10	10	"Regulator"	"Member of the R2R3 factor gene family."
"AT1G66230"	"MYB20"	2	7	7	"Regulator"	"Encodes a transcriptional regulator that directly activates lignin biosynthesis genes and phenylalanine biosynthesis genes during secondary wall formation."
"AT1G22640"	"MYB3"	8	13	13	"Regulator"	"MYB-type transcription factor (MYB3) that represses phenylpropanoid biosynthesis gene expression"
"AT5G23000"	"MYB37"	7	13	13	"Regulator"	"Putative homolog of the Blind gene in tomato. Together with RAX2 and RAX3 belong to the class R2R3 MYB genes"
"AT1G22190"	"RAP2.4"	5	12	12	"Regulator"	"The gene encodes a putative transcription factor belongings to the abiotic stress-associated DREB A-6 clade. The mRNA is cell-to-cell mobile."
"AT1G17380"	"JAZ5"	3	10	10	"Regulator"	"jasmonate-zim-domain protein 5"
"AT3G13960"	"GRF5"	2	7	7	"Regulator"	"Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development and expressed in root, shoot and flower."
"AT4G25410"	"AT4G25410"	2	13	13	"Regulator"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"AT4G18770"	"MYB98"	3	18	18	"Regulator"	"MYB98 is a member of the R2R3-MYB gene family, the members of which likely encode transcription factors. Within an ovule, MYB98 is expressed exclusively in the synergid cells, and mutations in this gene affect the female gametophyte specifically. myb98 female gametophytes are affected in two unique features of the synergid cell, pollen tube guidance and the filiform apparatus, but are otherwise normal. This suggests that MYB98 controls the development of specific features within the synergid cell during female gametophyte development. MYB98 also is expressed in trichomes and endosperm. Homozygous myb98 mutants exhibit no sporophytic defects, including trichome and endosperm defects."
"AT2G42660"	"AT2G42660"	3	24	24	"Regulator"	"Homeodomain-like superfamily protein"
"AT5G11590"	"TINY2"	1	29	29	"Regulator"	"encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY."
"AT2G31230"	"ERF15"	4	13	13	"Regulator"	"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
"AT1G04240"	"SHY2"	1	13	13	"Regulator"	"SHY2/IAA3 regulates multiple auxin responses in roots. It is induced rapidly by IAA, and has been shown to be phosphorylated by oat phytochrome A in vitro."
"AT3G16870"	"GATA17"	6	2	2	"Regulator"	"Encodes a member of the GATA factor family of zinc finger transcription factors."
"AT5G53210"	NA	3	7	7	"Regulator"	NA
"AT3G18960"	"AT3G18960"	1	30	30	"Regulator"	"AP2/B3-like transcriptional factor family protein"
"AT2G45190"	"AFO"	4	7	7	"Regulator"	"Encodes a member of the YABBY family of transcriptional regulators that is involved in abaxial cell type specification in leaves and fruits. YAB1 acts in a non-cell autonomous fashion within the meristem to affect phyllotactic patterning. The non-autonomous effect on the central region of the meristem is mediated through the activity if Lateral Suppressor (LAS)."
"AT4G09460"	"MYB6"	5	12	12	"Regulator"	"Encodes myb6 DNA-binding protein. The mRNA is cell-to-cell mobile."
"AT5G47370"	"HAT2"	2	13	13	"Regulator"	"homeobox-leucine zipper genes induced by auxin, but not by other phytohormones.  Plays opposite roles in the shoot and root tissues in regulating auxin-mediated morphogenesis."
"AT2G02540"	"HB21"	1	31	31	"Regulator"	"Zinc finger homeobox protein. Expressed in vascular tissue.  In a yeast one hybrid system was not able to transactivate a reporter gene."
"AT3G46080"	"AT3G46080"	2	32	32	"Regulator"	"C2H2-type zinc finger family protein"
"AT1G68550"	"CRF10"	5	13	13	"Regulator"	"encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11."
"AT2G26150"	"HSFA2"	2	33	33	"Regulator"	"member of Heat Stress Transcription Factor (Hsf) family. Involved in response to misfolded protein accumulation in the cytosol. Regulated by alternative splicing and non-sense-mediated decay."
"AT2G45660"	"AGL20"	2	6	6	"Regulator"	"Controls flowering and is required for CO to promote flowering. It acts downstream of FT. Overexpression of (SOC1) AGL20 suppresses not only the late flowering of plants that have functional FRI and FLC alleles but also the delayed phase transitions during the vegetative stages of development. AGL20/SOC1 acts with AGL24 to promote flowering and inflorescence meristem identity.AGL20 upregulates expression of AGL24 in response to GA."
"AT4G01460"	"AT4G01460"	1	10	10	"Regulator"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"AT4G25560"	"LAF1"	2	11	11	"Regulator"	"LAF1 is a R2R3-MYB transcription factor and positive regulator of the phyA photoresponse. Interaction of LAF1 with HFR1 stabilize the proteins against ubiquitination by COP1(AT2G32950) and subsequent degrations. Mutants have an elongated hypocotyl specifically under far-red light but retain wild-type responses to other light wavelengths."
"AT5G49330"	"MYB111"	1	10	10	"Regulator"	"Member of the R2R3 factor gene family."
"AT1G77640"	"AT1G77640"	1	16	16	"Regulator"	"encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10."
"AT3G17860"	"JAZ3"	1	34	34	"Regulator"	"JAZs are direct targets of the SCFCOI1 E3 ubiquitin-ligase and JA treatment  induces their proteasome-mediated degradation. Furthermore, JAI3 negatively  regulates the key transcriptional activator of JA responses, AtMYC2. The C-terminal portion of JAZ3, including the Jas domain, appears to be important for JAZ3-COI1 binding in the presence of coronatine."
"AT3G22235"	"ATHCYSTM8"	3	1	1	"Target Gene"	"cysteine-rich TM module stress tolerance protein"
"AT2G25510"	"AT2G25510"	2	1	1	"Target Gene"	"transmembrane protein"
"AT4G14400"	"ACD6"	4	1	1	"Target Gene"	"encodes a novel protein with putative ankyrin and transmembrane regions. It is a member of one of the largest uncharacterized gene families in higher plants. The gene is involved in resistance to Pseudomonas syringae."
"AT2G14560"	"LURP1"	3	1	1	"Target Gene"	"Encodes LURP1, a member of the LURP cluster (late upregulated in response to Hyaloperonospora parasitica) which exhibits a pronounced upregulation after recognition of the pathogenic oomycte H. parasitica.  LURP1 is required for full basal defense to H. parasitica and resistance to this pathogen mediated by the R-proteins RPP4 and RPP5. The mRNA is cell-to-cell mobile."
"AT2G46430"	"CNGC3"	3	1	1	"Target Gene"	"Encodes a cyclic nucleotide gated channel, downstream component of the signaling pathways leading to hypersensitive response (HR) resistance."
"AT2G46440"	"CNGC11"	3	1	1	"Target Gene"	"Member of Cyclic nucleotide gated channel family. Positive regulator of resistance against avirulent fungal pathogen. The mRNA is cell-to-cell mobile."
"AT5G03350"	"SAI-LLP1"	2	1	1	"Target Gene"	"Belongs to the group of early SA-activated genes. Involved in resistance to Pst Avr-Rpm1 as a component of the SA35 mediated defense processes associated to the ETI response. Involved in resistance to P.syringae pv. tomato Avr-Rpm1 in   Arabidopsis, as a component of the SA-mediated defense processes associated   with the effector-triggered immunity response."
"AT3G57260"	"PR2"	2	1	1	"Target Gene"	"beta 1,3-glucanase"
"AT1G11330"	"RDA2"	2	1	1	"Target Gene"	"S-locus lectin protein kinase family protein"
"AT3G22231"	"PCC1"	2	1	1	"Target Gene"	"Encodes a member of a novel 6 member Arabidopsis gene family.  Expression of PCC1 is regulated by the circadian clock and is upregulated in response to both virulent and avirulent strains of Pseudomonas syringae pv. tomato."
"AT5G25440"	"SZE1"	2	1	1	"Target Gene"	"Receptor like kinase involved in HopZ1a effector triggered immunity. Interacts with ZAR1. Localization to membrane is dependent on N-terminal myristoylation domain."
"AT5G07770"	"FH16"	1	1	1	"Target Gene"	"Actin-binding FH2 protein"
"AT1G05630"	"5PTASE13"	2	1	1	"Target Gene"	"Encodes an inositol polyphosphate 5-phosphatase with phosphatase activity toward only Ins(1,4,5)P3.  Induced in response to ABA and wounding treatments. Expressed in young seedlings and flowers, while no transcripts were detectable in maturated roots, stems, and rosette leaves Modulates the development of cotyledon veins through its regulation of auxin homeostasis. Involved in blue light light?stimulated  increase in cytosolic calcium ion."
"AT4G23170"	"EP1"	3	1	1	"Target Gene"	"Induced in response to Salicylic acid.Similar to receptor-like kinase 4 and 5. NPR1, a known positive regulator of the SA signaling pathway is responsible for the SA-dependent induction and constitutive repression of EP1 gene's basal expression. The mRNA is cell-to-cell mobile."
"AT4G26070"	"MEK1"	3	1	1	"Target Gene"	"Member of MAP Kinase Kinase.  Likely functions in a stress-activated MAPK pathway. Can phosphorylate the MAPK AtMPK4, in response to stress. Gets phosphorylated by MEKK1 in response to wounding."
"AT4G21380"	"RK3"	3	1	1	"Target Gene"	"encodes a putative receptor-like serine/threonine protein kinases that is similar to Brassica self-incompatibility (S) locus. Expressed in root. Shoot expression limited to limited to the root-hypocotyl transition zone and at the base of lateral roots as well as in axillary buds, and pedicels."
"AT1G31580"	"ECS1"	4	1	1	"Target Gene"	"Encodes cell wall protein.  ECS1 is not a Xcc750 resistance gene, but the genetic data indicate that ECS1 is linked to a locus influencing resistance to Xcc750. The mRNA is cell-to-cell mobile."
"AT1G13470"	"AT1G13470"	3	1	1	"Target Gene"	"hypothetical protein (DUF1262)"
"AT4G22305"	"SOBER1"	4	1	1	"Target Gene"	"Encodes SOBER1, a carboxylesterase that inhibits AvrBsT-triggered phenotypes in Arabidopsis. SOBER1 was formerly linked to AT4G22300 but this locus was split in the TAIR10 annotation into AT4G22300 and AT4G22305. AT4G22300 is now known as TIPSY1 and AT4G22305 corresponds to SOBER1."
"AT5G42530"	"AT5G42530"	2	1	1	"Target Gene"	"hypothetical protein"
"AT3G23010"	"RLP36"	4	1	1	"Target Gene"	"receptor like protein 36"
"AT2G41090"	"CML10"	3	1	1	"Target Gene"	"Encodes a cytoplasmic, calcium binding calmodulin variant. CML10 interacts with phosphomannomutase (PMM)in vivo and increases its activity thereby affecting ascorbic acid biosynthesis. Its expression is induced by oxidative and other stress. The mRNA is cell-to-cell mobile."
